1,XEL_001,おもちゃエレクトロニクス,キャッチーなポップ曲．,0,,0,1
1,XEL_001v2,おもちゃエレクトロニクスv2,Logic Pro X 処女作．,0,,0,1
1,XEL_001v3,おもちゃエレクトロニクスv3,キャッチーなポップ曲．,0,,0,1
1,XEL_001v4,おもちゃエレクトロニクスv4,キャッチーなポップ曲．,0,,0,1
1,XEL_001A,おもちゃエレクトロニクス2018,3年前の曲をリメイク．この曲は柱に書いた成長記録のようだ．,0,,0,1
2,XEL_002,Gekioko,和風ハイテンポ曲．,0,,0,1
2,XEL_002v2,Gekiokov2,和風ハイテンポ曲．,0,,0,1
3,XEL_003,散歩,ゆったりした，開放感のあるポップス．,0,,0,1
3,XEL_003v2,散歩,ゆったりした，開放感のあるポップス．,0,,0,1
3,XEL_003v3,散歩,ゆったりした，開放感のあるポップス．,0,,0,1
3,XEL_003A,散歩(Logic Pro X),ゆったりした，開放感のあるポップス．,0,,0,1
4,XEL_004,Dark Night,Logic Pro X で始めてフルスクラッチで作った曲．,0,,0,1
5,XEL_005,戦闘!,RPGのバトルシーンBGM風味の曲．,0,,0,1
5,XEL_005v2,戦闘!v2,RPGのバトルシーンBGM風味の曲．,0,,0,1
6,XEL_006,Rainbow Sky,開放感のある曲のつもり．メロディに面白みがないなあって今おもう．,0,,0,1
6,XEL_006A,Rainbow Oasis,リメイクされた曲．ゲーム「Take Up Jewel」で使用．,0,,0,1
7,XEL_007,"Hello, Music Sheet",アプリ「Music Sheet」のプリセット曲．,0,,0,1
7,XEL_007A,"Hello, Logic Pro X",Logic Pro X で作ってみたHello world曲．,0,,0,1
8,XEL_008,ミズウミの花,ピアノオンリーのゆったりな曲．,0,,0,1
9,XEL_009,キカイノコエ,感情を持った機械がお話をするさまをイメージした曲．,0,,0,1
10,XEL_010,B地区,フィールドBGM風のつもり．メロディが微妙だと今は思う,0,,0,1
10,XEL_010v2,Area B,リメイクされたバージョン．メロディを魔改造した．,0,,0,1
11,XEL_011,栄光を称える,壮大な凱旋曲風．,0,,0,1
11,XEL_011A,Defender Story,ゲーム「Defender Story」のタイトル曲．,0,,0,1
12,XEL_012,草原をゆく,今でもとても気に入っている曲．,0,,0,1
12,XEL_012v2,草原をゆくv2,移調したりしたらしい,0,,0,1
12,XEL_012v3,草原をゆくv3,ベースがギザギザするようになった,0,,0,1
12,XEL_012v4,草原をゆくv4,さらに移調された．,0,,0,1
12,XEL_012v5,草原をゆくv5,Logic Pro X版から無理やりベースをもってきただけらしい．,0,,0,1
12,XEL_012A,草原をゆく(Logic Pro X),Logic Pro X でのリメイク．,0,,0,1
12,XEL_012B,草原をゆく2017,数年ぶりにリメイクされた名曲．ピアノ裏メロが追加され，移調された．,0,,0,1
13,XEL_013,House,曲名はジャンルのハウスのつもりらしい．,0,,0,1
13,XEL_013A,House(Logic Pro X),ロジプロ版．対して良いわけでもない．,0,,0,1
14,XEL_014,Tradition and Modern,キャッチーでエレクトロニクスな曲．比較的短い．,0,,0,1
14,XEL_014A,Tradition and Modern ~ Tradition Side,ファミコン風アレンジされたバージョン．Tradition sideって書いてあるのにワールドミュージックではないらしい．,0,,0,1
15,XEL_015,未来特急,J-POPライクな曲．,0,,0,1
15,XEL_015A,未来特急(Logic Pro X),J-POPライクな曲．,0,,0,1
16,XEL_016,夢を追い求めて,爽快なアップテンポポップス．,0,,0,1
16,XEL_016J,C016神社,爽快なアップテンポ神社アレンジ．,0,,0,1
16,XEL_016Jv2,新約C016神社,爽快なアップテンポ新約神社アレンジ．,0,,0,1
17,XEL_017,声なき泣き声,ピアノとストリングスのためのバラード曲．,0,,0,1
18,XEL_018,無題18,,0,,0,0
19,XEL_019,無題19,,0,,0,0
20,XEL_020,とても楽しい日々,J-POPライクなキャッチー曲．,0,,0,1
21,XEL_021,Finalizer,ラスボス戦,0,,0,1
21,XEL_021v2,Finalizer,ラスボス戦,0,,0,1
21,XEL_021v3,Finalizer,ラスボス戦,0,,0,1
21,XEL_021v4,Finalizer,ラスボス戦,0,,0,1
22,XEL_022,覚悟と決心,ちょっとインチキそうなボス戦,0,,0,1
22,XEL_022v2,Resolution,ちょっとインチキそうなボス戦,0,,0,1
22,XEL_022v3,Resolution,ちょっとインチキそうなボス戦,0,,0,1
22,XEL_022v4,Resolution,ちょっとインチキそうなボス戦,0,,0,1
22,XEL_022v5,Resolution,ちょっとインチキそうなボス戦,0,,0,1
23,XEL_023,みなとまち,貿易が盛んな海に面する街のBGM,0,,0,1
23,XEL_023A,みなとまち(夜),夜更けの静かなさまを演出したBGM,0,,0,1
23,XEL_023B,みなとまち(未来),工業が発展し，趣を失ってしまったようなBGM,0,,0,1
24,XEL_024,地を巡って,広い海を，希望に満ちた気持ちで渡る冒険者をイメージ,0,,0,1
24,XEL_024A,地を巡って(ピアノ),024 製作中のラフ,0,,0,1
25,XEL_025,無題25,何を作りたかったのかわからない,0,,0,0
26,XEL_026,ある日の夢の話,ピアノ曲．,0,,0,1
27,XEL_027v2,心からの親友,トモダチのテーマ,0,,0,1
28,XEL_028,冒険はまだ終わらない,中盤のフィールド曲,0,,0,1
28,XEL_028v2,冒険はまだ終わらない,中盤のフィールド曲,0,,0,1
29,XEL_029,Highway,高速道路をテーマにした曲,0,,0,1
30,XEL_030,無題30,,0,,0,0
31,XEL_031,森(仮称),のどかな森のマップBGM,0,,0,1
32,XEL_032,無題32,,0,,0,0
33,XEL_033,無題33,,0,,0,0
34,XEL_034,ニンジャエレクトロニクス,現代に溶け込む和風情緒,0,,0,1
34,XEL_034J,ジンジャエレクトロニクス,現代に溶け込む和風神社,0,,0,1
35,XEL_035,Insert Coin,"GAME PROGRAM ...... OK
SOUND DATA ...... OK
VRAM ...... OK

READY

AWESOME GAME

1P 1 COIN
2P 2 COINS

INSERT COIN(S)",0,,0,1
36,XEL_036,丑三つ時の赤い光,草木も眠る丑三つ時．一羽の兎が駆け抜ける．,0,,0,0
37,XEL_037,愛されなかった心,近寄らないで．愛してくれないなら...いらない．,0,,0,1
38,XEL_038,道は自分で切り拓け,物語も終盤に近づいたころのフィールドマップ曲．,0,,0,1
38,XEL_038v2,道は自分で切り拓け,物語も終盤に近づいたころのフィールドマップ曲．,0,,0,1
39,XEL_039,梅雨前線,雨の日はお外も心も暗くなる．一日中，寝ていたい．,0,,0,1
40,XEL_040,無題40,,0,,0,0
41,XEL_041,雲の上はいつも晴れ,雲の上まで登って，きれいな空を駆け抜けたい．,0,,0,1
41,XEL_041v2,雲の上はいつも晴れ,雲の上まで登って，きれいな空を駆け抜けたい．,0,,0,1
41,XEL_041v3,雲の上はいつも晴れ,雲の上まで登って，きれいな空を駆け抜けたい．,0,,0,1
41,XEL_041v4,雲の上はいつも晴れ,雲の上まで登って，きれいな空を駆け抜けたい．,0,,0,1
42,XEL_042,Experimental EDM like,EDM っぽいものを作りたかっただけ．,0,,0,1
43,XEL_043,無題43,,0,,0,0
44,XEL_044,Laboratory,暗く，得体の知れないもので溢れた廃研究所を探索する，緊張と好奇心を表した曲．,0,,0,1
45,XEL_045,Trendy Girls,秋冬トレンディガールズコレクション．,0,,0,1
46,XEL_046,孤独,旅客船ネイア号沈没事故から10年が経つ．人々はみな供養されたが，ネイア号には誰も目をくれず，寂しそうに海底で眠るのみ．誰も知らない，船に宿る孤独の魂を．,0,,0,1
47,XEL_047,ふるさと村,いつでも里帰りしたい村．,0,,0,1
48,XEL_048,Vs.Wild,有名なゲームっぽい戦闘曲．,0,,0,1
48,XEL_048v2,Vs.Wild,有名なゲームっぽい戦闘曲．,0,,0,1
49,XEL_049,あさごはん,一日のはじまり，あさごはんを食べること．,0,,0,1
50,XEL_050,異国のお祭り,ここではないどこかの民俗音楽．,0,,0,1
51,XEL_051,月明かりの兎,普段は誰も姿を見ることはない．やつは，満月の夜にだけ現れる．,0,,0,1
52,XEL_052,無題52,,0,,0,0
53,XEL_053,オープニング曲,毎週金曜はMusic Studio!今夜のゲストはあの人気バンドSoujecZ...,0,,0,1
54,XEL_054,Grandy Ground,果てしない宇宙をテーマにした曲．,0,,0,1
55,XEL_055,Slaped Situation,,0,,0,0
56,XEL_056,鍵,ピアノのためのバラード曲．,0,,0,1
57,XEL_057,日常茶飯事,ゆったりしたピアノ曲．,0,,0,1
58,XEL_058,STAGE 01,レトロアクションゲームのステージ1をイメージした．,0,,0,1
59,XEL_059,無題59,バラード曲(未完成),0,,0,0
60,XEL_060,無題60,琉球風,0,,0,0
61,XEL_061,無題61,トランス風,0,,0,0
62,XEL_062,Secret Base,怪しげな雰囲気と，緊張感が漂うアジト,0,,0,1
63,XEL_063,EMERGENCY CALL,取り返しのつかないことをしてしまった感じ,0,,0,1
64,XEL_064,Graduation,人生の第一章がここで終わる．そして，第二章の幕開けだ．,0,,0,1
65,XEL_065,一人ひとりの時間,,0,,0,0
66,XEL_066,無題66,,0,,0,0
67,XEL_067,STAGE 02,シューティングやアクションゲームのステージ2って感じ,0,,0,1
68,XEL_068,open the door,,0,,0,0
68,XEL_068v2,open the door,,0,,0,0
69,XEL_069,無題69,,0,,0,0
70,XEL_070,Overclock,ロックバンドSoujecZ デビューシングル...,0,,0,1
71,XEL_071,ド,音階ドだけで曲をつくった,0,,0,1
72,XEL_072,Last Homeroom,今日は卒業式当日．もう同窓と会えることも少なくなる．この教室ともお別れだ．そんな思いを感じながら，舞い落ちる桜を窓から眺める．,0,,0,1
73,XEL_073,無題73,,0,,0,0
74,XEL_074,Once a upon time,とおい とおい 昔のお話,0,,0,1
75,XEL_075,Round Trip,GB風エンディング曲,0,,0,1
76,XEL_076,廃屋,人がいなくなり，廃れてしまった建物,0,,0,1
77,XEL_077,無題77,変拍子のテスト,0,,0,0
78,XEL_078,Lonely Snowman,街のこどもたちが雪だるまを作る．夜になるとこどもたちはお腹をすかせお家に帰る．温かい我が家に帰るこどもを見て，雪の塊は少しさびしくなる．,0,,0,1
79,XEL_079,Deep Dark Sea,常識が通じない，不思議で，暗い海．どこかに僕の親がいるはず...,0,,0,1
80,XEL_080,無題80,,0,,0,0
81,XEL_081,夜間航海,GB風航海BGM,0,,0,1
82,XEL_082,無題82,,0,,0,0
83,XEL_083,無題83,,0,,0,0
84,XEL_084,無題84,,0,,0,0
85,XEL_085,君ピトピト,セーブスロット画面に使えそう,0,,0,1
86,XEL_086,あんさんコード2014,命名理由も曲の趣旨もよくわからない．,0,,0,1
87,XEL_087,おにぎり,Unityゲームジャム内で制作した曲．,0,,0,1
88,XEL_088,雨の日の散歩,,0,,0,1
88,XEL_088v2,雨の日の散歩v2,,0,,0,1
88,XEL_088A,雨の日の散歩(オルゴール),,0,,0,1
89,XEL_089,流れる水の働き,,0,,0,1
89,XEL_089v2,流れる水の働きv2,,0,,0,1
89,XEL_089v3,流れる水の働きv3,,0,,0,1
89,XEL_089v4,流れる水の働きv4,,0,,0,1
90,XEL_090,野生の心,,0,,0,1
91,XEL_091,涼しげな窓辺,,0,,0,1
91,XEL_091v2,涼しげな窓辺v2,,0,,0,1
91,XEL_091v3,涼しげな窓辺v3,,0,,0,1
92,XEL_092,森の奥の小さなパン屋,,0,,0,1
93,XEL_093,Dash,,0,,0,1
93,XEL_093v2,Dashv2,,0,,0,1
93,XEL_093v3,Dashv3,,0,,0,1
94,XEL_094,A地区,,0,,0,1
94,XEL_094v2,A地区,,0,,0,1
94,XEL_094v3,Area A,,0,,0,1
95,XEL_095,のんき,,0,,0,1
96,XEL_096,nothing,,0,,0,1
96,XEL_096v2,nothingv2,,0,,0,1
96,XEL_096v3,nothingv3,,0,,0,1
96,XEL_096A,nothing2018,,0,,0,1
97,XEL_097,Otoko2,,0,,0,1
98,XEL_098,スケアリーロード,,0,,0,1
99,XEL_099,春が来る,,0,,0,1
100,XEL_100,考え中,,0,,0,1
101,XEL_101,真夏の空に今日も歌う,,0,,0,1
102,XEL_102,日本妖怪,,0,,0,1
103,XEL_103,入道雲は天高く,,0,,0,1
104,XEL_104,悲しい過去,,0,,0,1
105,XEL_105,Icy Pulse,因縁の戦い．しかし，それはただの憎しみではない．悲しい戦いだ．,0,,0,1
106,XEL_106,Icy Heart,戦いの結末に，良いことなどない．残るのは荒れ果てた土地と絶望の心，戦友の無念の魂．,0,,0,1
107,XEL_107,Hometown,実家．,0,,0,1
108,XEL_108,Touring,,0,,0,1
109,XEL_109,スパイウェ団のアジト,スパイウェサーカス団のテーマ．,0,,0,1
110,XEL_110,レジスタ街,はるか遠くにある，トランジスタ王国 レジスタ街のテーマソング．,0,,0,1
111,XEL_111,路地裏,昼間でも暗くて，怪しい路地裏．,0,,0,1
112,XEL_112,朝焼けのかおり,,0,,0,1
113,XEL_113,Skype Calls To Your Dream,,0,,0,1
114,XEL_114,コード,,0,,0,1
115,XEL_115,応援歌α,,0,,0,0
116,XEL_116,Bari Bari Night,,0,,0,1
117,XEL_117,bgm,,0,,0,1
118,XEL_118,アキラメナイ,,0,,0,1
119,XEL_119,Odore,,0,,0,1
120,XEL_120,BGM 0,,0,,0,1
121,XEL_121,心拍,,0,,0,1
122,XEL_122,Title,,0,,0,1
123,XEL_123,優勝,,0,,0,1
124,XEL_124,village,,0,,0,1
125,XEL_125,弥生時代,,0,,0,1
126,XEL_126,きらきら,,0,,0,1
127,XEL_127,きらきらv2,,0,,0,1
128,XEL_128,ゆけ！僕らのヒーロー,,0,,0,1
129,XEL_129,ラララフェッフォ,,0,,0,1
130,XEL_130,起きろ,,0,,0,1
131,XEL_131,緊張,,0,,0,1
132,XEL_132,静寂,,0,,0,1
133,XEL_133,走れ！,,0,,0,1
134,XEL_134,飛び急ぐ,,0,,0,1
1,ARG_001,海岸線ワールドトリップ,メルビル氏に依頼され制作した曲．,1,,1,1
2,ARG_002,DM01 Dark Mind,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
3,ARG_003,DM02 プロローグ,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
4,ARG_004,DM03 長官な湖畔,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
5,ARG_005,DM04 謎の屋台にて,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
6,ARG_006,DM05 大空,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
7,ARG_007,DM06 博麗神社,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
8,ARG_008,DM07 現実,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
9,ARG_009,DM08 シリアス,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
10,ARG_010,DM09 廃工場,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
11,ARG_011,DM10 失踪,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
12,ARG_012,DM11 エピローグ,竹輪部開発のゲーム「DarkMind」サウンドトラック．,2,東方Project,1,1
13,ARG_013,YU01 妖魔夜行,竹輪部開発(断念)のゲーム「闇の裏」サウンドトラック．,2,東方Project,1,1
14,ARG_014,YU02 芥川龍之介の河童,竹輪部開発(断念)のゲーム「闇の裏」サウンドトラック．,2,東方Project,1,1
15,ARG_015,YU03 芥川龍之介の河童(戦闘),竹輪部開発(断念)のゲーム「闇の裏」サウンドトラック．,2,東方Project,1,1
16,ARG_016,YU04 東方妖恋談,"竹輪部開発(断念)のゲーム「闇の裏」サウンドトラック．",2,東方Project,1,1
17,ARG_017,YU05 恋色マスタースパーク,竹輪部開発(断念)のゲーム「闇の裏」サウンドトラック．また，竹輪部開発のゲーム「そーなのかー(寿司)」楽曲提供,2,東方Project,1,1
18,ARG_018,Groovy Bird,竹輪部開発のゲーム「そーなのかー(寿司)」書き下ろし曲,2,東方Project,1,1
19,ARG_019,W001 Celebration Piano Cover,メルビル氏大学合格祝いに自主制作,1,,1,1
90,XEL_090v2,野生の心,,0,,0,1
93,XEL_093A,Dash!,,0,,0,1
135,XEL_135,gameover,,0,,0,1
1,XEL_001A,おもちゃエレクトロニクス(Classic),初期のおもちゃエレクトロニクス再現,0,,0,1
97,XEL_097A,Otoko2 (E.Piano),,0,,0,1
103,XEL_103v2,入道雲は天高く,,0,,0,1
104,XEL_104v2,悲しい過去,,0,,0,1
107,XEL_107v2,Hometown,,0,,0,1
136,XEL_136,プレイングカード,,0,,0,1
128,XEL_128A,ゆけ！僕らのヒーロー(ピアノ),,0,,0,1
20,ARG_020,M009 Orchestral Arrange,原曲がRPGっぽかったので壮大にアレンジしてみた,1,,1,1
23,XEL_023C,みなとまち(ピアノ),,0,,0,1
